1;ACCESSIBILITY_CASE_PROTO_ID;REQUIREMENT_ID;SUBCONDITION_ID;REST_VARIABLE_ID;CONDITION_TYPE;REST_VALUE;ACCESSIBILITY_CASE_NAMES;ACCESSIBILITY_CASE_TITLE;BITS_QRS;REQUIREMENT_TEXT;EXPLANATION_WHY_NOT;EFFORT_TO_FIX;SHORTCOMING_FI;SHORTCOMING_SV;SHORTCOMING_EN
  [60] SERVICE_POINT.type <> outdoor_sport_facility;3;157;587;60;I;outdoor_sport_facility;;;QS:Q:Q;Jos ulkoliikuntapaikassa on esteettömäksi merkitty wc, niin sen sisäänkäynnissä ei saa olla ahdasta tuulikaappia.;Sisäänkäynnissä on ahdas tuulikaappi.;BIG;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnissä on ahdas tuulikaappi.;Det finns ett trångt vindfång vid ingången till byggnaden, som innehåller toaletten som har angetts som tillgänglig.;The entrance has a cramped foyer in the building that has a toilet marked as accessible.
  OR;;;;;;;;;;;;;;;
  [61] SERVICE_POINT.detailed_type <> beach;3;157;588;61;I;beach;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [535] OUTDOOR_SPORT_FACILITY.WC.existing = false;3;157;589;535;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [536] OUTDOOR_SPORT_FACILITY.WC.type <> flush_toilet_in_dressing_room;3;157;590;536;I;flush_toilet_in_dressing_room;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [537] OUTDOOR_SPORT_FACILITY.WC.marked_as_accessible_wc = false;3;157;591;537;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [594] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.WC.existing = false;3;157;592;594;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [595] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.WC.marked_as_accessible_wc = false;3;157;593;595;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [592] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.FOYER.existing = false;3;157;594;592;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [593] OUTDOOR_SPORT_FACILITY.DRESSING_ROOM.FOYER.sufficiently_room_for_wheelchair = true;3;157;595;593;E;true;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> nature_facility;3;158;596;60;I;nature_facility;;;QS:Q:Q;Luontoalueen lähellä (etäisyys enintään 50 m) pitää olla esteetön wc, jonka vähintään 85 cm leveä ovi on helppo sulkea, ja jossa on tarpeeksi tilaa rollaattorille, tukikaide seinässä sekä käsituet wc-istuimen molemmilla puolilla. Kulkureitti wc-rakennukseen pitää olla tasainen ja riittävän leveä. Rakennuksen sisäänkäynnin edessä pitää olla tarpeeksi tilaa pyörätuolille, sisäänkäyntiovi ei saa olla raskas eikä ovessa saa olla yli 2 cm korkeaa kynnystä.;Luontoalueella ei ole esteetöntä wc:tä.;BIG;Luontoalueella ei ole esteetöntä wc:tä.;Det finns ingen tillgänglig toalett i naturområdet.;There is no accessible toilet in the nature area.
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [675] NATURE_SITE.WC.existing = true;3;158;597;675;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [677] NATURE_SITE.WC.marked_as_accessible_wc = true;3;158;597;677;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [681] NATURE_SITE.WC.ROUTE.length <> about_60m;3;158;597;681;I;about_60m;;;;;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;BIG;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;En toalett markerad som tillgänglig ligger över 50 meter bort.;A toilet marked as accessible is more than 50 meters away.
    AND;;;;;;;;;;;;;;;
    [681] NATURE_SITE.WC.ROUTE.length <> about_70m;3;158;597;681;I;about_70m;;;;;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;BIG;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;En toalett markerad som tillgänglig ligger över 50 meter bort.;A toilet marked as accessible is more than 50 meters away.
    AND;;;;;;;;;;;;;;;
    [681] NATURE_SITE.WC.ROUTE.length <> about_80m;3;158;597;681;I;about_80m;;;;;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;BIG;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;En toalett markerad som tillgänglig ligger över 50 meter bort.;A toilet marked as accessible is more than 50 meters away.
    AND;;;;;;;;;;;;;;;
    [681] NATURE_SITE.WC.ROUTE.length <> about_90m;3;158;597;681;I;about_90m;;;;;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;BIG;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;En toalett markerad som tillgänglig ligger över 50 meter bort.;A toilet marked as accessible is more than 50 meters away.
    AND;;;;;;;;;;;;;;;
    [681] NATURE_SITE.WC.ROUTE.length <> about_100m;3;158;597;681;I;about_100m;;;;;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;BIG;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;En toalett markerad som tillgänglig ligger över 50 meter bort.;A toilet marked as accessible is more than 50 meters away.
    AND;;;;;;;;;;;;;;;
    [681] NATURE_SITE.WC.ROUTE.length <> about_120m;3;158;597;681;I;about_120m;;;;;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;BIG;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;En toalett markerad som tillgänglig ligger över 50 meter bort.;A toilet marked as accessible is more than 50 meters away.
    AND;;;;;;;;;;;;;;;
    [681] NATURE_SITE.WC.ROUTE.length <> about_150m;3;158;597;681;I;about_150m;;;;;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;BIG;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;En toalett markerad som tillgänglig ligger över 50 meter bort.;A toilet marked as accessible is more than 50 meters away.
    AND;;;;;;;;;;;;;;;
    [681] NATURE_SITE.WC.ROUTE.length <> about_200m;3;158;597;681;I;about_200m;;;;;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;BIG;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;En toalett markerad som tillgänglig ligger över 50 meter bort.;A toilet marked as accessible is more than 50 meters away.
    AND;;;;;;;;;;;;;;;
    [681] NATURE_SITE.WC.ROUTE.length <> about_300m;3;158;597;681;I;about_300m;;;;;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;BIG;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;En toalett markerad som tillgänglig ligger över 50 meter bort.;A toilet marked as accessible is more than 50 meters away.
    AND;;;;;;;;;;;;;;;
    [681] NATURE_SITE.WC.ROUTE.length <> about_400m;3;158;597;681;I;about_400m;;;;;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;BIG;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;En toalett markerad som tillgänglig ligger över 50 meter bort.;A toilet marked as accessible is more than 50 meters away.
    AND;;;;;;;;;;;;;;;
    [681] NATURE_SITE.WC.ROUTE.length <> about_500m;3;158;597;681;I;about_500m;;;;;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;BIG;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;En toalett markerad som tillgänglig ligger över 50 meter bort.;A toilet marked as accessible is more than 50 meters away.
    AND;;;;;;;;;;;;;;;
    [681] NATURE_SITE.WC.ROUTE.length <> more_than_500m;3;158;597;681;I;more_than_500m;;;;;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;BIG;Esteettömäksi merkitty wc on yli 50 metrin etäisyydellä.;En toalett markerad som tillgänglig ligger över 50 meter bort.;A toilet marked as accessible is more than 50 meters away.
    AND;;;;;;;;;;;;;;;
    [683] NATURE_SITE.WC.ROUTE.surface = smooth;3;158;597;683;E;smooth;;;;;Kulkureitti esteettömäksi merkittyyn wc:hen ei ole tasainen.;SMALL;Kulkureitti esteettömäksi merkittyyn wc:hen ei ole tasainen.;Rutten till toaletten som har angetts som tillgänglig är inte jämn.;The route to the toilet marked as accessible is not even.
    AND;;;;;;;;;;;;;;;
    [684] NATURE_SITE.WC.ROUTE.width = sufficiently_wide;3;158;597;684;E;sufficiently_wide;;;;;Kulkureitti esteettömäksi merkittyyn wc:hen ei ole tarpeeksi leveä.;BIG;Kulkureitti esteettömäksi merkittyyn wc:hen ei ole tarpeeksi leveä.;Rutten till toaletten som har angetts som tillgänglig är inte tillräckligt bred.;The route to the toilet marked as accessible is not sufficiently wide.
    AND;;;;;;;;;;;;;;;
    [695] NATURE_SITE.WC.OUTSIDE_DOOR.sufficiently_room_for_wheelchair_in_front = true;3;158;597;695;E;true;;;;;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnin edessä on liian vähän tilaa rollaattorille.;BIG;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnin edessä on liian vähän tilaa rollaattorille.;Det finns för lite utrymme för en rollator framför byggnaden, som innehåller toaletten som har angetts som tillgänglig.;There is too little room for a rollator in front of the building that has a toilet marked as accessible.
    AND;;;;;;;;;;;;;;;
    [696] NATURE_SITE.WC.OUTSIDE_DOOR.door_opening_method <> is_heavy;3;158;597;696;I;is_heavy;;;;;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnin ovi on raskas.;BIG;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnin ovi on raskas.;Dörren vid ingången är tung i byggnaden, som innehåller toaletten som har angetts som tillgänglig.;The entrance door is heavy in the building that has a toilet marked as accessible.
    AND;;;;;;;;;;;;;;;
    [697] NATURE_SITE.WC.OUTSIDE_DOOR.threshold_height <> over_20mm;3;158;597;697;I;over_20mm;;;;;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnissä on yli 2 cm korkea kynnys.;BIG;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnissä on yli 2 cm korkea kynnys.;Vid ingången finns en över 2 cm hög tröskel i byggnaden, som innehåller toaletten som har angetts som tillgänglig.;The entrance has a threshold over 2 cm high in the building that has a toilet marked as accessible.
    AND;;;;;;;;;;;;;;;
    [705] NATURE_SITE.WC.sufficiently_room_for_wheelchair = true;3;158;597;705;E;true;;;;;Esteettömäksi merkityssä wc:ssä ei ole tarpeeksi tilaa rollaattorille.;BIG;Esteettömäksi merkityssä wc:ssä ei ole tarpeeksi tilaa rollaattorille.;Toaletten som har angetts som tillgänglig är inte tillräckligt rymlig för en rollator.;The toilet marked as accessible does not have sufficient room for a rollator.
    AND;;;;;;;;;;;;;;;
    [703] NATURE_SITE.WC.INSIDE_DOOR.width_at_least_850mm = true;3;158;597;703;E;true;;;;;Esteettömäksi merkityssä wc:ssä on liian kapea ovi.;BIG;Esteettömäksi merkityssä wc:ssä on liian kapea ovi.;Dörren till toaletten som har angetts som tillgänglig är för smal.;The door of the toilet marked as accessible is too narrow.
    AND;;;;;;;;;;;;;;;
    [704] NATURE_SITE.WC.INSIDE_DOOR.easy_to_close = true;3;158;597;704;E;true;;;;;Esteettömäksi merkityn wc:n ovea ei ole helppo sulkea.;BIG;Esteettömäksi merkityn wc:n ovea ei ole helppo sulkea.;Dörren till toaletten som har angetts som tillgänglig är svår att stänga.;The door of the toilet marked as accessible cannot be easily closed.
    AND;;;;;;;;;;;;;;;
    [706] NATURE_SITE.WC.handrails_both_sides_of_seat = true;3;158;597;706;E;true;;;;;Esteettömäksi merkityssä wc:ssä ei ole käsitukia wc-istuimen toisella tai kummallakaan puolilla.;BIG;Esteettömäksi merkityssä wc:ssä ei ole käsitukia wc-istuimen toisella tai kummallakaan puolilla.;Toaletten som har angetts som tillgänglig har varken ensidigt eller dubbelsidigt armstöd på toalettstolen.;The toilet marked as accessible does not have arm supports on one or both sides of the toilet seat.
    AND;;;;;;;;;;;;;;;
    [707] NATURE_SITE.WC.WALL_HANDRAILS.existing = true;3;158;597;707;E;true;;;;;Esteettömäksi merkityn wc:n seinässä ei ole tukikaidetta.;BIG;Esteettömäksi merkityn wc:n seinässä ei ole tukikaidetta.;Toaletten som har angetts som tillgänglig har inget räck på väggen.;The toilet marked as accessible does not have handrails on the wall.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> nature_facility;3;159;598;60;I;nature_facility;;;QS:Q:Q;Jos luontoalueella on esteettömäksi merkitty wc, niin kulkureitillä ei saa olla yhtään porrasta mutta jos on, portaat pitää voida ohittaa loivaa luiskaa myöten, jossa on vähintään toisella puolella käsijohde.;Ainakin yksi porras on, mutta ei luiskaa.;BIG;Kulkureitillä esteettömäksi merkittyyn wc:hen on porrasaskelmia, mutta ei luiskaa.;På rutten till toaletten som har angetts som tillgänglig finns minst ett trappsteg, men ingen ramp.;The route to the toilet marked as accessible has at least one step but no ramp.
  OR;;;;;;;;;;;;;;;
  [675] NATURE_SITE.WC.existing = false;3;159;599;675;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [677] NATURE_SITE.WC.marked_as_accessible_wc = false;3;159;600;677;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [685] NATURE_SITE.WC.ROUTE.STEPS.existing = false;3;159;601;685;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [691] NATURE_SITE.WC.ROUTE.RAMP.existing = true;3;159;602;691;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [693] NATURE_SITE.WC.ROUTE.RAMP.steep = false;3;159;602;693;E;false;;;;;Ainakin yksi porras on, ja lisäksi luiska, mutta luiska on jyrkkä.;BIG;Kulkureitillä esteettömäksi merkittyyn wc:hen on porrasaskelmia, ja lisäksi luiska, mutta luiska on jyrkkä.;På rutten till toaletten som har angetts som tillgänglig finns minst ett trappsteg och dessutom en ramp, men rampen är brant.;"The route to the toilet marked as accessible has at least one step; a ramp is provided but the incline is steep."
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> nature_facility;3;160;603;60;I;nature_facility;;;QS:Q:Q;Jos luontoalueella on esteettömäksi merkitty wc, niin sen sisäänkäynnissä ei saa olla ahdasta tuulikaappia.;Sisäänkäynnissä on ahdas tuulikaappi.;BIG;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnissä on ahdas tuulikaappi.;Det finns ett trångt vindfång vid ingången till byggnaden, som innehåller toaletten som har angetts som tillgänglig.;The entrance has a cramped foyer in the building that has a toilet marked as accessible.
  OR;;;;;;;;;;;;;;;
  [675] NATURE_SITE.WC.existing = false;3;160;604;675;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [677] NATURE_SITE.WC.marked_as_accessible_wc = false;3;160;605;677;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [698] NATURE_SITE.WC.FOYER.existing = false;3;160;606;698;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [699] NATURE_SITE.WC.FOYER.sufficiently_room_for_wheelchair = true;3;160;607;699;E;true;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;3;161;608;60;I;restaurant_or_cafe;;;QS:Q:Q;Ravintolan ja kahvilan ruokailutilassa pitää olla riittävästi tilaa liikkua rollaattorilla sekä normaalikorkuisia pöytiä ja tuoleja. Joissakin tuoleissa pitää olla käsinojat ja joidenkin tuolien pitää olla siirrettäviä, jotta niihin siirtyminen on helpompaa.;Ruokailutila ei ole kalustettu.;BIG;Ruokailutila ei ole kalustettu.;Matplatsen är inte möblerad.;The dining area is not furnished.
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [317] RESTAURANT.DINING_AREA.FURNITURE.existing = true;3;161;609;317;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [312] RESTAURANT.DINING_AREA.sufficiently_room_for_wheelchair = true;3;161;609;312;E;true;;;;;Ruokailutila on rollaattorille ahdas.;BIG;Ruokailutila on rollaattorille ahdas.;Matplatsen är trång för en rollator.;The dining area is cramped for a rollator.
    AND;;;;;;;;;;;;;;;
    [319] RESTAURANT.DINING_AREA.FURNITURE.is_movable = true;3;161;609;319;E;true;;;;;Kalusteet eivät ole siirrettäviä.;BIG;Ruokailutilassa ei ole siirrettäviä kalusteita, jotta rollaattorista olisi helpompi siirtyä tuolille.;På matplatsen finns inga flyttbara möbler för att underlätta förflyttning från rollatorn till en stol.;There is no movable furniture in the dining area to make it easier to transfer from a rollator to a chair.
    AND;;;;;;;;;;;;;;;
    [320] RESTAURANT.DINING_AREA.FURNITURE.some_chair_has_armrests = true;3;161;609;320;E;true;;;;;Ei ole käsinojallisia tuoleja.;BIG;Ruokailutilassa ei ole käsinojallisia tuoleja.;Det finns inga stolar med armstöd i matplatsen.;There are no chairs with armrests in the dining area.
    AND;;;;;;;;;;;;;;;
    [321] RESTAURANT.DINING_AREA.FURNITURE.some_chair_normal_height = true;3;161;609;321;E;true;;;;;Ei ole normaalikorkuisia tuoleja.;BIG;Ruokailutilassa ei ole normaalikorkuisia tuoleja.;Det finns inga normalhöjda stolar i matplatsen.;There are no standard height chairs in the dining area.
    AND;;;;;;;;;;;;;;;
    [322] RESTAURANT.DINING_AREA.FURNITURE.some_table_normal_height = true;3;161;609;322;E;true;;;;;Ei ole normaalikorkuista pöytää.;BIG;Ruokailutilassa ei ole normaalikorkuista pöytää.;Det finns inget bord av normal höjd i matplatsen.;There is no standard height table in the dining area.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;3;162;610;60;I;restaurant_or_cafe;;;QS:Q:Q;Jos kulku kabinettiin vaatii liikkumista kerrosten välillä, sisätiloissa pitää olla tarjolla hissi, jonka ovi ei ole raskas ja jonka edessä ja sisällä on tilaa rollaattorille.;Hissiä ei ole, vaikka kulku kabinettiin vaatii liikkumista kerrosten välillä.;BIG;Hissiä ei ole, vaikka kulku kabinettiin vaatii liikkumista kerrosten välillä.;Det finns ingen hiss, trots att tillgång till kabinettet kräver förflyttning mellan våningarna.;There is no lift, although access to the cabinet requires moving between floors.
  OR;;;;;;;;;;;;;;;
  [372] RESTAURANT.CABINET.existing = false;3;162;611;372;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [376] RESTAURANT.CABINET.same_floor_as_restaurant_no_need_for_lift = true;3;162;612;376;E;true;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [378] RESTAURANT.CABINET.LIFT.existing = true;3;162;613;378;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [379] RESTAURANT.CABINET.LIFT.same_lift_as_restaurant = true;3;162;613;379;E;true;;;;;;;;;
  );;;;;;;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [378] RESTAURANT.CABINET.LIFT.existing = true;3;162;614;378;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [381] RESTAURANT.CABINET.LIFT.sufficiently_room_for_wheelchair_inside = true;3;162;614;381;E;true;;;;;Hissin sisällä on liian vähän tilaa rollaattorille.;BIG;Kulkureitillä kabinettiin on hissi, jonka sisällä on liian vähän tilaa rollaattorille.;På väg till kabinettet finns en hiss som är för trång för en rollator.;There is a lift on the way to the cabinet with too little room for a rollator inside.
    AND;;;;;;;;;;;;;;;
    [382] RESTAURANT.CABINET.LIFT.sufficiently_room_for_wheelchair_in_front = true;3;162;614;382;E;true;;;;;Hissin edessä on liian vähän tilaa rollaattorille.;BIG;Kulkureitillä kabinettiin on hissi, jonka edessä on liian vähän tilaa rollaattorille.;På väg till kabinettet finns en hiss, framför vilken det är för trångt för en rollator.;There is a lift on the way to the cabinet with too little room for a rollator in front.
    AND;;;;;;;;;;;;;;;
    [385] RESTAURANT.CABINET.LIFT.door_opening_method <> is_heavy;3;162;614;385;I;is_heavy;;;;;Hissin ovi on raskas.;BIG;Kulkureitillä kabinettiin on hissi, jonka ovi on raskas.;På väg till kabinettet finns en hiss med en tung dörr.;There is a lift on the way to the cabinet with a heavy door.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;3;163;615;60;I;restaurant_or_cafe;;;QS:Q:Q;Kulkureitillä kabinettiin ei saa olla raskaita ovia.;Kulkureitillä on raskas ovi.;BIG;Kulkureitillä kabinettiin on raskas ovi.;På rutten till kabinettet finns en tung dörr.;The route to the cabinet has a heavy door.
  OR;;;;;;;;;;;;;;;
  [372] RESTAURANT.CABINET.existing = false;3;163;616;372;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [395] RESTAURANT.CABINET.DOORS_IN_BETWEEN.existing = false;3;163;617;395;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [396] RESTAURANT.CABINET.DOORS_IN_BETWEEN.opening_method <> is_heavy;3;163;618;396;I;is_heavy;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [396] RESTAURANT.CABINET.DOORS_IN_BETWEEN.opening_method <> is_heavy_opens_with_key;3;163;618;396;I;is_heavy_opens_with_key;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [396] RESTAURANT.CABINET.DOORS_IN_BETWEEN.opening_method <> is_heavy_opens_with_access_control_key;3;163;618;396;I;is_heavy_opens_with_access_control_key;;;;;;;;;
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> restaurant_or_cafe;3;164;619;60;I;restaurant_or_cafe;;;QS:Q:Q;Kulkureitillä kabinettiin ei saa olla yli 2 cm korkeaa kynnystä.;Yli 2 cm korkea kynnys on.;BIG;Kulkureitillä kabinettiin on yli 2 cm korkeita kynnyksiä.;På väg till kabinettet finns över 2 cm höga trösklar.;The indoor routes have thresholds over 2 cm high.
  OR;;;;;;;;;;;;;;;
  [372] RESTAURANT.CABINET.existing = false;3;164;620;372;E;false;;;;;;;;;
